,Label TextBlob
11087,neutral
18241,neutral
28121,neutral
45797,negative
31853,neutral
31947,positive
18425,neutral
4821,negative
22994,neutral
46217,negative
36449,neutral
6207,neutral
44858,negative
9242,neutral
14932,neutral
25675,neutral
34390,neutral
22799,neutral
3936,negative
25948,positive
24207,positive
31872,neutral
27232,positive
3914,positive
6982,positive
13642,neutral
26558,positive
37198,negative
27261,neutral
26859,negative
45788,negative
20866,negative
25065,negative
8133,negative
13147,neutral
18610,neutral
9760,positive
27664,negative
1826,neutral
6254,positive
43358,negative
33945,neutral
48224,positive
9142,neutral
6550,positive
1930,negative
31614,positive
41026,negative
10281,positive
37112,positive
29616,neutral
34019,positive
18611,positive
11923,neutral
32945,neutral
44283,negative
40001,negative
6402,positive
30982,negative
12761,positive
42392,negative
16224,neutral
37759,positive
28752,positive
23887,neutral
1239,neutral
47778,positive
27654,positive
23078,positive
24743,neutral
20065,positive
2856,neutral
35599,positive
26800,neutral
5065,neutral
45182,negative
48405,positive
12562,neutral
7124,neutral
12432,neutral
3054,neutral
10689,positive
1687,neutral
2512,neutral
40639,negative
12215,neutral
8286,negative
979,negative
17548,neutral
9022,neutral
13261,positive
27041,positive
5368,positive
1075,neutral
37394,positive
20154,positive
6684,positive
343,negative
31536,negative
39451,negative
30444,neutral
28892,neutral
32695,neutral
3907,positive
35133,neutral
47901,positive
31623,positive
39800,negative
11338,neutral
4373,negative
29032,neutral
1194,neutral
37460,neutral
42464,negative
30665,neutral
21512,neutral
31716,negative
20472,negative
12630,positive
13556,neutral
46858,negative
6096,neutral
14382,positive
38111,negative
21383,positive
48099,positive
14073,positive
26499,positive
44649,negative
23192,neutral
2251,negative
26316,negative
39998,negative
25813,negative
10634,neutral
30183,positive
46596,negative
22860,neutral
26980,neutral
32810,neutral
32757,neutral
13167,positive
33942,negative
33936,negative
39021,negative
1902,negative
46042,negative
10261,neutral
43802,negative
7551,neutral
25652,neutral
19620,neutral
30600,negative
46998,negative
19790,neutral
30564,positive
16464,neutral
32068,positive
14425,neutral
42098,negative
26992,positive
11169,neutral
47241,negative
32604,negative
31997,neutral
23266,positive
36307,positive
16062,positive
17264,negative
10489,neutral
7089,negative
47590,positive
11577,neutral
34135,positive
37246,positive
37864,negative
40800,negative
27731,positive
34699,positive
34358,neutral
41845,negative
15227,neutral
42976,negative
26012,neutral
18993,neutral
31664,neutral
8232,positive
47116,negative
15552,negative
7944,positive
29435,neutral
31843,neutral
45201,negative
33127,neutral
43072,negative
18224,neutral
4879,positive
37974,negative
45293,negative
35723,neutral
547,negative
17513,neutral
27538,neutral
41801,negative
35074,neutral
27401,positive
509,positive
44236,negative
41742,negative
43267,negative
12853,negative
44228,negative
12174,negative
31884,positive
24022,neutral
8693,negative
12789,negative
32287,positive
40796,negative
14682,positive
28059,positive
13185,neutral
41511,negative
30038,positive
20428,neutral
32335,positive
45533,negative
4311,neutral
36962,positive
27891,neutral
9798,neutral
3423,neutral
10051,neutral
23453,neutral
34903,negative
32166,positive
20831,negative
39008,negative
29606,negative
10862,negative
25276,neutral
6233,neutral
47009,negative
40903,negative
36064,positive
14905,neutral
36221,positive
40367,negative
7316,neutral
31565,positive
37608,neutral
17769,negative
36100,neutral
10174,negative
37983,negative
47457,negative
11148,negative
25827,positive
24800,positive
29697,positive
45971,negative
38481,negative
8421,positive
4639,neutral
24817,positive
28664,neutral
40141,negative
41160,negative
28553,neutral
38999,negative
47604,positive
2974,negative
14632,positive
48449,positive
20375,neutral
5027,positive
11089,neutral
5149,neutral
17154,neutral
4873,positive
40944,negative
27893,neutral
12451,neutral
37420,negative
8149,positive
719,neutral
7696,positive
32119,positive
30472,positive
36455,neutral
32322,positive
19483,neutral
43160,negative
6223,neutral
44265,negative
20542,neutral
18541,neutral
31443,positive
2921,negative
27640,positive
43107,negative
28822,negative
12998,positive
32986,neutral
5317,negative
41469,negative
21823,positive
39166,negative
30534,positive
46417,negative
23302,neutral
39244,negative
20036,neutral
37166,neutral
25670,positive
27072,positive
34048,neutral
1768,positive
19901,positive
8418,positive
23081,positive
22022,neutral
21729,positive
22763,neutral
28901,positive
26604,neutral
35787,positive
32167,positive
44580,negative
35068,neutral
19362,neutral
21323,negative
5079,positive
30706,positive
40941,negative
31200,positive
41840,negative
44426,negative
8644,positive
244,negative
46821,negative
46883,negative
18691,neutral
17492,positive
10964,positive
14614,positive
17628,neutral
35915,neutral
40207,negative
16408,positive
19099,neutral
31549,neutral
6180,positive
7221,neutral
38015,negative
9004,negative
2388,neutral
22242,positive
33429,neutral
8316,negative
33556,neutral
7374,neutral
34870,positive
4726,negative
31515,positive
38107,negative
21174,neutral
35009,neutral
39696,negative
14442,neutral
21979,positive
5834,neutral
8483,positive
1714,negative
45027,negative
47121,negative
19625,neutral
1991,neutral
26738,neutral
46995,negative
35899,positive
17155,positive
4104,neutral
16978,positive
6707,positive
38356,negative
5720,positive
12204,neutral
22758,positive
46747,negative
34067,positive
31545,positive
6566,positive
19804,neutral
33900,neutral
1522,neutral
40232,negative
28461,positive
33496,neutral
22820,positive
43001,negative
47262,negative
18311,positive
22807,neutral
7369,neutral
26215,neutral
40700,negative
5976,positive
28080,positive
9502,negative
22105,positive
9216,positive
38537,negative
6636,positive
29189,positive
6787,positive
42239,negative
36075,positive
6974,positive
36732,neutral
22689,neutral
29657,negative
33210,negative
33397,neutral
16499,neutral
6994,positive
26179,negative
37826,negative
17697,positive
20176,neutral
27282,positive
15826,neutral
14994,neutral
39177,negative
7255,negative
3837,neutral
25311,negative
10618,positive
10791,neutral
44307,negative
6671,positive
39161,negative
26442,neutral
7268,negative
16029,negative
11681,positive
20932,positive
43457,negative
37299,neutral
11922,neutral
30130,neutral
33007,negative
34209,positive
10207,neutral
11505,negative
5531,neutral
26357,positive
10391,neutral
20437,neutral
2858,positive
38790,negative
920,positive
27961,neutral
32523,positive
43259,negative
41677,negative
27110,positive
11605,neutral
36938,positive
20823,neutral
14310,positive
24114,neutral
43170,negative
4920,neutral
29756,neutral
46440,negative
34895,negative
21263,positive
29722,negative
15976,negative
9250,positive
12860,negative
21184,neutral
42061,negative
31576,positive
29161,negative
42699,negative
19089,positive
14871,positive
39190,negative
2862,neutral
34979,positive
20195,positive
6823,positive
36318,neutral
13177,positive
48048,positive
38413,negative
23495,negative
34423,neutral
35708,neutral
37193,neutral
45857,negative
42722,negative
5158,positive
17690,negative
15962,neutral
31431,neutral
22700,neutral
29403,neutral
14114,neutral
33194,neutral
18147,neutral
32256,positive
5599,positive
48187,positive
8373,positive
48243,positive
5074,negative
40311,negative
16669,neutral
35399,neutral
48364,positive
10617,positive
30093,neutral
36568,positive
26622,positive
11371,neutral
45532,negative
8172,negative
29747,negative
40422,negative
39581,negative
26488,neutral
23034,negative
17847,positive
11229,positive
1899,negative
45472,negative
8437,neutral
21165,negative
29376,positive
36034,positive
8440,neutral
34416,neutral
19729,positive
18442,negative
11885,positive
48189,positive
15429,neutral
21010,positive
10295,neutral
28254,neutral
36052,neutral
25693,positive
16889,neutral
796,neutral
24386,neutral
15906,positive
19905,neutral
25333,neutral
30340,neutral
34105,neutral
30928,positive
41374,negative
41138,negative
5793,positive
8797,positive
28028,negative
34189,positive
23353,neutral
8177,positive
14106,neutral
11614,positive
10902,neutral
13294,positive
32286,neutral
18055,neutral
617,positive
840,positive
35884,negative
45084,negative
22076,neutral
23446,positive
504,neutral
21428,neutral
30769,neutral
47691,positive
1072,positive
15814,neutral
32596,neutral
44675,negative
12311,positive
741,negative
2302,positive
34540,positive
45572,negative
21047,positive
41606,negative
25708,positive
5682,positive
4939,positive
27572,positive
37480,positive
12558,neutral
34208,negative
48181,positive
45595,negative
21855,positive
36382,negative
41502,negative
19025,neutral
37681,negative
27728,neutral
27271,neutral
39505,negative
30253,neutral
10615,neutral
9057,neutral
16942,positive
6024,neutral
38174,negative
30776,neutral
46894,negative
29682,positive
36955,neutral
69,negative
3621,negative
24080,positive
12953,neutral
31795,positive
22212,positive
11385,negative
35209,positive
34011,neutral
1005,neutral
44130,negative
23488,neutral
10149,positive
16607,neutral
7139,neutral
12248,neutral
6761,positive
21021,negative
11965,positive
762,neutral
44647,negative
30403,neutral
29634,negative
23535,positive
10001,negative
21982,neutral
40115,negative
38054,negative
6151,negative
3335,neutral
41771,negative
13678,negative
40597,negative
6328,negative
46950,negative
17605,positive
788,negative
46275,negative
32549,negative
38755,negative
21153,neutral
47377,negative
5851,negative
2834,positive
25939,neutral
33489,positive
2006,neutral
5365,neutral
9357,positive
13485,neutral
17376,neutral
36427,positive
30195,negative
25751,neutral
10348,negative
13152,positive
19254,neutral
22252,positive
1027,positive
34662,positive
34166,positive
44737,negative
36469,negative
41810,negative
33752,positive
45489,negative
2398,negative
46226,negative
23899,neutral
7156,positive
29090,negative
10163,positive
29985,positive
27024,neutral
9367,positive
28655,neutral
10212,neutral
9808,positive
34670,neutral
9243,positive
40397,negative
23139,negative
25283,positive
10742,negative
38935,negative
36290,neutral
27302,positive
27698,positive
28130,positive
24169,negative
15327,negative
14036,neutral
16374,neutral
14810,positive
45107,negative
9624,positive
25201,neutral
44755,negative
18225,neutral
23041,positive
17903,neutral
35372,neutral
10370,neutral
40009,negative
1639,neutral
34861,positive
31760,positive
15516,negative
31489,neutral
40900,negative
20744,neutral
4214,positive
32853,neutral
26400,negative
40410,negative
24618,negative
6630,positive
44947,negative
46815,negative
1784,positive
5266,neutral
32466,neutral
14411,positive
31184,positive
36952,positive
37992,negative
34403,negative
46474,negative
5769,negative
12513,neutral
12223,neutral
48411,positive
12712,neutral
36853,positive
38867,negative
38088,negative
44465,negative
23160,negative
19279,negative
43580,negative
21942,positive
44398,negative
8670,neutral
14957,neutral
27425,neutral
6796,positive
21278,neutral
27695,positive
20101,neutral
4438,neutral
17763,positive
14061,neutral
31108,neutral
32589,positive
29717,neutral
17830,neutral
2176,positive
27186,neutral
48149,positive
14462,neutral
35991,positive
31221,positive
14759,neutral
7758,positive
4017,neutral
24652,neutral
43885,negative
25405,negative
10515,neutral
27238,positive
3098,neutral
33091,neutral
36028,neutral
28460,negative
38104,negative
14844,positive
33567,positive
25266,neutral
17438,negative
25143,neutral
18788,positive
42288,negative
20647,neutral
31919,negative
24694,negative
1847,neutral
8920,positive
24235,neutral
9287,positive
25484,neutral
37228,negative
43270,negative
40659,negative
10243,neutral
29384,positive
28920,positive
43122,negative
32641,neutral
4547,positive
35361,neutral
4164,negative
23650,neutral
39833,negative
47193,negative
19492,positive
25799,neutral
1130,negative
36856,positive
12901,positive
12338,positive
32640,positive
33052,positive
722,positive
41831,negative
10890,neutral
36027,positive
24665,positive
28736,positive
27131,neutral
32657,neutral
6957,neutral
43656,negative
5508,positive
3239,neutral
39592,negative
15771,neutral
4851,negative
16325,positive
36858,positive
43781,negative
29618,neutral
20329,positive
43479,negative
46457,negative
44046,negative
23233,positive
3439,positive
13489,neutral
3778,negative
11677,positive
29699,negative
33887,positive
36970,positive
12128,neutral
19929,negative
42491,negative
21888,neutral
16752,positive
36570,neutral
22573,neutral
29009,positive
19735,neutral
27723,neutral
6912,neutral
22986,positive
21298,positive
23079,neutral
7757,neutral
16997,neutral
11172,neutral
45300,negative
5832,neutral
10056,positive
39203,negative
7463,neutral
32729,neutral
24107,positive
26981,neutral
10854,positive
3719,neutral
34996,positive
2528,neutral
20497,positive
10794,neutral
20135,positive
11898,positive
44901,negative
21920,negative
17203,positive
16556,neutral
47294,negative
705,neutral
4850,negative
31392,negative
17685,neutral
15242,positive
5223,positive
44683,negative
22855,negative
9911,neutral
18016,positive
46539,negative
22315,neutral
46877,negative
797,positive
45014,negative
10720,negative
42655,negative
16908,neutral
66,neutral
4445,neutral
30662,positive
8560,positive
19022,neutral
26155,neutral
38086,negative
29040,negative
37110,neutral
14872,positive
1084,negative
14082,neutral
5452,positive
22775,positive
20551,neutral
17800,positive
17514,negative
12657,positive
8838,neutral
44954,negative
44224,negative
20907,positive
1171,positive
1850,positive
42253,negative
19891,neutral
1740,neutral
7756,positive
4982,neutral
26868,negative
31719,neutral
27631,positive
25395,negative
40559,negative
7034,positive
4940,positive
7145,neutral
43085,negative
40870,negative
7390,negative
6492,positive
19376,neutral
41478,negative
29670,negative
2509,neutral
38452,negative
36475,neutral
31020,neutral
9967,neutral
24554,neutral
40229,negative
22501,neutral
37663,positive
18026,positive
39193,negative
33687,neutral
46113,negative
8939,negative
30143,positive
6530,positive
35138,neutral
45230,negative
30888,negative
7411,positive
18252,positive
15334,positive
17015,neutral
37142,positive
15664,negative
38204,negative
673,positive
11108,negative
33967,neutral
47462,negative
24374,neutral
28070,negative
29951,negative
32716,neutral
48162,positive
45286,negative
42117,negative
2400,positive
12849,neutral
47586,positive
40638,negative
31006,negative
46404,negative
22129,positive
19555,neutral
36165,positive
18221,neutral
10166,neutral
28636,neutral
7025,negative
33247,neutral
16592,neutral
45616,negative
5330,neutral
42008,negative
16631,neutral
42348,negative
18445,positive
32021,negative
10241,positive
26786,neutral
9795,neutral
7450,neutral
1401,neutral
32194,negative
26210,positive
44421,negative
41790,negative
1530,neutral
29087,positive
36104,neutral
39594,negative
14329,positive
6278,neutral
27468,positive
18137,neutral
34319,positive
46407,negative
22418,positive
40297,negative
3059,positive
34802,negative
25487,negative
30855,neutral
32952,neutral
9725,neutral
45892,negative
10306,negative
19648,neutral
43284,negative
20411,positive
14030,positive
32250,negative
2903,positive
33531,neutral
25874,neutral
38163,negative
630,positive
36279,neutral
12966,neutral
41274,negative
42658,negative
15236,neutral
37114,positive
6680,positive
9867,neutral
6533,positive
46260,negative
36605,positive
26785,positive
45217,negative
43369,negative
5108,neutral
2080,positive
29303,neutral
20943,neutral
42511,negative
24910,neutral
10626,positive
21710,positive
20779,positive
17153,positive
36467,positive
27566,neutral
29721,positive
39943,negative
4590,neutral
6089,neutral
36815,neutral
24838,neutral
32014,neutral
2108,positive
8726,neutral
3835,neutral
17129,neutral
44959,negative
33457,positive
11465,negative
22725,positive
15619,neutral
31777,neutral
36555,positive
30192,negative
22975,neutral
41452,negative
37726,positive
33293,neutral
13034,negative
17712,neutral
27470,negative
28952,neutral
22721,neutral
4490,neutral
20669,positive
4809,positive
47033,negative
42450,negative
30932,neutral
17275,neutral
36245,positive
42509,negative
11412,neutral
30744,neutral
26238,neutral
28549,neutral
31155,negative
5570,negative
24454,positive
27739,neutral
15775,neutral
19455,positive
7214,negative
26995,neutral
39439,negative
34480,positive
39578,negative
34938,negative
34095,positive
10593,neutral
34884,positive
7943,negative
35539,neutral
19964,positive
46751,negative
27471,positive
32659,neutral
4116,positive
26008,positive
13597,neutral
43643,negative
6708,positive
19587,negative
24821,positive
40321,negative
17008,negative
1126,neutral
34977,positive
33328,neutral
26513,positive
44427,negative
37958,negative
5640,neutral
7933,neutral
33437,positive
33892,positive
2358,positive
19673,negative
38411,negative
8544,positive
45964,negative
14767,positive
16175,neutral
7993,negative
25026,positive
12985,positive
22558,negative
208,neutral
44731,negative
36497,neutral
20617,positive
23575,negative
6215,neutral
5637,positive
7225,neutral
5045,positive
32671,positive
9556,positive
7383,neutral
21701,neutral
24990,neutral
12841,positive
2092,negative
7517,positive
742,positive
1368,negative
40247,negative
46533,negative
29580,positive
19154,neutral
35551,neutral
4746,neutral
45061,negative
3204,positive
5331,positive
34936,negative
15596,positive
8344,negative
44860,negative
14445,positive
39187,negative
6126,positive
8332,negative
19174,negative
10308,neutral
41233,negative
468,negative
29702,positive
38985,negative
17591,neutral
44284,negative
41241,negative
34344,negative
26555,negative
47093,negative
26068,neutral
46558,negative
5766,neutral
214,neutral
25535,positive
27874,positive
2046,positive
20891,neutral
7178,neutral
19824,neutral
34330,neutral
17525,neutral
15544,positive
25352,positive
21906,neutral
20408,neutral
2865,positive
37448,positive
42601,negative
41592,negative
5890,positive
14506,positive
1471,positive
7710,positive
27264,positive
5297,positive
19153,neutral
22624,neutral
22566,negative
3684,neutral
13728,positive
11905,neutral
16896,neutral
41941,negative
40951,negative
3144,negative
44390,negative
31223,positive
8958,neutral
9481,neutral
14063,neutral
24725,positive
45021,negative
35108,positive
42461,negative
37258,positive
14805,positive
21466,neutral
37254,negative
44392,negative
28023,negative
42700,negative
43462,negative
1661,negative
9714,positive
3049,negative
36934,neutral
46157,negative
10428,positive
33215,positive
17092,neutral
23152,positive
13635,negative
5369,neutral
40358,negative
37913,negative
29075,neutral
42322,negative
35186,positive
45164,negative
22420,positive
26638,positive
11016,positive
8855,positive
2136,negative
42903,negative
44182,negative
19005,negative
31836,positive
29624,neutral
44854,negative
16519,neutral
48206,positive
3091,neutral
22458,positive
39504,negative
30345,neutral
32975,neutral
23218,positive
44743,negative
22635,positive
8617,positive
2565,positive
40684,negative
45157,negative
23753,negative
24141,positive
19552,neutral
21621,positive
12591,negative
23693,positive
31098,positive
4888,neutral
7278,neutral
33259,neutral
2965,positive
14674,positive
13238,negative
35831,positive
42718,negative
25506,neutral
27577,neutral
13913,positive
42628,negative
5253,neutral
35012,neutral
37538,neutral
8748,neutral
47881,positive
30515,positive
38530,negative
12059,neutral
5245,neutral
31188,positive
47858,positive
16344,positive
46592,negative
32964,neutral
32190,positive
46360,negative
37047,positive
5286,positive
34142,positive
47650,positive
9202,negative
804,positive
38119,negative
40070,negative
20023,neutral
596,neutral
35077,positive
32768,neutral
44009,negative
12821,neutral
27033,neutral
33563,neutral
15785,negative
11607,neutral
16848,neutral
20960,positive
47785,positive
41466,negative
8840,neutral
18062,positive
12762,positive
46709,negative
40811,negative
1627,positive
34418,positive
14853,positive
6139,neutral
22153,neutral
34132,positive
32473,positive
38862,negative
6152,negative
20775,neutral
24267,positive
46752,negative
20029,negative
37842,negative
21382,positive
46411,negative
40572,negative
30380,neutral
22431,neutral
9670,neutral
28782,neutral
9880,neutral
11201,negative
36054,neutral
15117,neutral
17196,positive
892,positive
8515,neutral
9183,neutral
1208,negative
3413,positive
38689,negative
12942,neutral
28166,neutral
28137,positive
10392,neutral
5925,neutral
33,negative
32263,positive
5521,positive
3237,positive
28581,positive
16518,positive
13534,negative
7297,neutral
34179,positive
20461,positive
28582,neutral
31133,neutral
28599,positive
23369,neutral
20334,neutral
881,positive
13952,positive
26035,positive
23464,positive
42059,negative
23571,neutral
42543,negative
33675,positive
35969,positive
17806,neutral
1057,neutral
39886,negative
25398,positive
7697,negative
48407,positive
29268,neutral
35558,positive
19175,positive
26710,negative
30128,neutral
29705,positive
25520,neutral
39889,negative
26245,negative
3921,neutral
45318,negative
44375,negative
45639,negative
32834,positive
23336,positive
44431,negative
33124,neutral
6797,positive
43710,negative
25919,neutral
19951,positive
23632,neutral
12560,neutral
22372,negative
47018,negative
9958,positive
10861,neutral
20077,positive
25058,negative
45276,negative
27262,positive
17682,negative
12575,positive
4728,neutral
38268,negative
35061,positive
179,positive
9854,neutral
25960,negative
34511,neutral
42129,negative
45758,negative
40938,negative
4963,neutral
4111,positive
12330,negative
43379,negative
2404,neutral
451,negative
20549,positive
43775,negative
35914,positive
23072,neutral
30710,neutral
47504,positive
12321,positive
42585,negative
5646,neutral
5519,neutral
44147,negative
27745,neutral
14342,positive
18151,neutral
4344,positive
16662,neutral
558,negative
23706,neutral
34235,negative
14572,positive
18477,positive
7413,positive
16106,positive
17841,positive
4016,negative
18567,negative
21146,neutral
25331,neutral
46903,negative
37977,negative
7456,neutral
15658,negative
31534,neutral
23172,positive
41378,negative
36820,positive
22536,neutral
45894,negative
5119,neutral
33631,neutral
41227,negative
5812,neutral
36181,positive
13351,neutral
18678,neutral
31888,positive
9229,negative
46526,negative
6457,positive
1047,negative
13480,neutral
3334,negative
42030,negative
922,positive
47374,negative
48259,positive
28516,positive
12807,positive
44433,negative
16522,neutral
40201,negative
36194,positive
5659,positive
17567,positive
19768,neutral
26304,neutral
31222,positive
32364,negative
45757,negative
48381,positive
1563,negative
26545,neutral
36895,positive
23297,neutral
20792,negative
5791,neutral
27499,neutral
36943,neutral
1191,neutral
26732,neutral
6327,neutral
17771,neutral
26084,positive
46725,negative
27595,negative
6036,neutral
2417,neutral
38885,negative
32148,positive
34780,positive
35943,neutral
23231,positive
42820,negative
16659,neutral
9636,neutral
35002,positive
31492,neutral
46223,negative
26683,negative
10253,neutral
1764,negative
15460,neutral
8738,positive
47904,positive
8224,positive
44899,negative
45096,negative
44809,negative
46544,negative
1880,neutral
42556,negative
17115,neutral
48228,positive
45186,negative
38270,negative
41818,negative
2889,neutral
11847,negative
37001,neutral
6426,positive
25208,positive
33611,neutral
14942,neutral
36077,positive
25820,positive
44468,negative
32296,positive
36574,positive
42794,negative
2788,negative
3462,negative
19965,negative
11243,positive
7800,positive
48210,positive
10195,positive
17732,neutral
29462,neutral
6166,neutral
13876,positive
5167,positive
31562,neutral
5122,neutral
2032,neutral
26133,neutral
41525,negative
19722,positive
39891,negative
25375,neutral
7482,positive
10785,neutral
4761,positive
37462,positive
9326,negative
24927,positive
28037,neutral
26945,neutral
21525,negative
12711,neutral
32943,neutral
16090,positive
16037,neutral
23607,neutral
32708,neutral
10125,neutral
27295,neutral
11236,neutral
34877,positive
32869,neutral
26768,positive
10682,positive
11875,positive
44950,negative
27522,negative
27592,positive
23867,positive
29216,positive
1069,negative
44526,negative
46319,negative
22266,positive
14448,negative
43400,negative
31796,positive
30467,negative
19562,negative
3833,negative
10208,neutral
6645,positive
16243,neutral
19857,neutral
13935,positive
8966,positive
26877,neutral
21096,neutral
25772,neutral
20211,neutral
8259,negative
31483,neutral
28370,neutral
5728,positive
11715,positive
5767,neutral
14979,positive
7241,positive
1822,negative
35225,positive
37463,negative
1992,neutral
41684,negative
9098,neutral
20803,negative
29572,negative
40476,negative
17935,neutral
13020,positive
2762,neutral
18696,neutral
28355,neutral
48248,positive
39499,negative
2581,negative
36087,neutral
33569,positive
41544,negative
27854,neutral
16392,negative
24489,negative
5827,neutral
15368,neutral
32423,neutral
35330,positive
20396,neutral
8803,negative
46327,negative
20018,positive
14740,positive
33256,neutral
18684,positive
4767,positive
37176,negative
39511,negative
44617,negative
41934,negative
11019,positive
45917,negative
44917,negative
21761,negative
46534,negative
42661,negative
5887,positive
36974,positive
22824,positive
2383,negative
33783,positive
33723,positive
4496,neutral
34425,positive
36275,positive
46304,negative
21723,neutral
34586,negative
18260,positive
42740,negative
2210,neutral
12337,positive
22246,negative
2571,negative
40613,negative
33313,neutral
3548,positive
43718,negative
23704,positive
40734,negative
42047,negative
35974,neutral
21005,neutral
16466,neutral
32941,positive
18503,positive
43956,negative
37100,positive
8086,negative
10811,neutral
14636,neutral
15697,positive
46578,negative
29652,negative
6895,negative
31765,negative
578,neutral
34621,positive
6782,positive
31135,negative
45194,negative
5942,neutral
10488,positive
7802,negative
3799,positive
11251,negative
36365,positive
31568,positive
20197,positive
41182,negative
3496,negative
3148,neutral
26253,negative
12925,neutral
47936,positive
11223,negative
18300,neutral
10226,neutral
34002,positive
19441,neutral
46637,negative
8365,positive
15876,neutral
17573,negative
32197,negative
42590,negative
25921,negative
27394,positive
25185,negative
6066,positive
45441,negative
10876,neutral
38265,negative
19444,positive
24332,negative
47644,positive
12457,positive
15035,negative
13474,neutral
35680,negative
31669,positive
34431,neutral
1923,negative
32957,neutral
6194,positive
42888,negative
19676,neutral
28861,positive
13825,positive
20361,neutral
33375,neutral
43380,negative
5377,positive
24980,positive
42402,negative
27759,negative
1739,neutral
10853,positive
47941,positive
20768,neutral
2781,positive
46955,negative
14152,negative
43,negative
15561,positive
8351,negative
40939,negative
1983,positive
3249,positive
27437,positive
24071,neutral
32871,positive
16651,negative
8724,negative
8251,positive
48371,positive
18753,negative
10114,neutral
16876,positive
3855,positive
10526,neutral
32613,negative
16535,neutral
15136,positive
23724,negative
30866,positive
23412,positive
16827,neutral
12105,negative
13447,neutral
23185,positive
3513,positive
6603,positive
78,positive
46641,negative
4433,negative
39576,negative
1351,positive
16930,positive
40225,negative
37912,negative
7914,neutral
47840,positive
14305,neutral
16383,positive
6007,positive
15275,neutral
43706,negative
5135,positive
38572,negative
9963,neutral
44413,negative
42795,negative
40578,negative
39954,negative
26625,neutral
39248,negative
4383,neutral
9520,neutral
20467,neutral
19116,negative
25338,positive
8832,negative
4841,negative
26539,positive
37117,neutral
10267,positive
31775,neutral
27622,positive
21559,neutral
26443,positive
26749,positive
19270,positive
43402,negative
7563,neutral
31328,neutral
33880,negative
44118,negative
29228,neutral
42258,negative
8971,positive
32724,neutral
28538,neutral
34798,positive
33490,positive
28542,negative
22204,negative
42103,negative
41989,negative
13883,positive
9892,negative
38242,negative
42050,negative
4974,negative
29407,neutral
3608,neutral
16219,positive
7750,positive
15659,neutral
24559,positive
9532,neutral
21187,neutral
46485,negative
10995,neutral
38760,negative
11738,negative
9239,positive
264,negative
47597,positive
42849,negative
45577,negative
31690,positive
39480,negative
11356,neutral
12467,neutral
26307,positive
21987,neutral
44259,negative
42106,negative
43613,negative
19861,positive
47804,positive
30215,neutral
27136,positive
47086,negative
9208,positive
39920,negative
43785,negative
27659,neutral
9797,positive
7449,positive
33729,positive
45654,negative
11569,positive
43557,negative
26573,neutral
38259,negative
31467,negative
36003,neutral
8378,positive
3977,positive
12152,positive
1935,positive
42758,negative
16917,neutral
19190,neutral
44847,negative
12897,positive
4470,positive
36370,negative
40663,negative
18213,neutral
29501,neutral
1637,neutral
39014,negative
9912,neutral
39065,negative
9059,neutral
36951,neutral
19204,positive
41720,negative
47402,negative
45876,negative
27565,neutral
35625,neutral
2363,neutral
10801,neutral
13476,positive
9618,neutral
18278,neutral
36463,negative
37027,neutral
524,negative
1264,neutral
7706,negative
38022,negative
15837,neutral
21095,positive
14921,negative
17102,negative
9888,negative
36338,negative
8389,positive
11382,neutral
25907,neutral
27688,neutral
46104,negative
14223,positive
39604,negative
16349,neutral
5768,negative
46623,negative
34966,positive
17486,neutral
44131,negative
12776,negative
16825,positive
17546,neutral
14180,neutral
37648,positive
2851,positive
8442,negative
10923,neutral
15742,neutral
8624,negative
5009,negative
9495,negative
23190,positive
13969,neutral
46220,negative
30685,neutral
29445,neutral
27025,neutral
29480,neutral
28366,negative
10385,neutral
38559,negative
27459,neutral
4061,positive
11380,neutral
41189,negative
30786,neutral
23215,neutral
2280,neutral
16895,neutral
24710,positive
38555,negative
17218,neutral
32939,neutral
28066,neutral
10621,neutral
9601,positive
5020,neutral
46892,negative
33486,positive
4170,negative
19296,negative
32742,neutral
6760,positive
35197,positive
13949,positive
29315,negative
13580,positive
5132,positive
25847,negative
32914,neutral
6531,positive
28935,neutral
45408,negative
48089,positive
8571,neutral
29081,neutral
7336,neutral
42971,negative
16839,neutral
18229,positive
17772,negative
560,neutral
10035,negative
19110,positive
4212,negative
24014,neutral
33898,negative
12343,neutral
11407,neutral
26312,neutral
36707,negative
29694,negative
9058,neutral
14496,neutral
5372,negative
47605,positive
26310,positive
44709,negative
37576,positive
14938,neutral
8836,positive
1423,positive
25245,neutral
18720,neutral
27267,negative
39129,negative
21223,neutral
10743,neutral
18491,positive
6226,positive
36387,neutral
42149,negative
10631,neutral
39035,negative
1624,neutral
10834,neutral
1970,negative
25228,neutral
44010,negative
35895,positive
15711,neutral
2279,positive
38642,negative
45277,negative
20798,negative
27794,neutral
44414,negative
41698,negative
27702,negative
28789,neutral
35755,negative
23610,negative
47355,negative
42326,negative
13542,neutral
45864,negative
9987,neutral
29441,positive
24457,neutral
38196,negative
21224,neutral
47513,positive
11737,neutral
4229,positive
14266,negative
27099,positive
40306,negative
43900,negative
27793,negative
16334,neutral
485,negative
9787,negative
44095,negative
46049,negative
28684,positive
2943,positive
20550,positive
36417,positive
41035,negative
5078,neutral
8979,neutral
11884,positive
46287,negative
25006,negative
11330,positive
13096,neutral
463,neutral
32759,neutral
39456,negative
4598,positive
17235,neutral
42922,negative
19678,positive
41167,negative
33023,positive
1088,positive
46582,negative
