,Label Vader
4491,negative
4492,negative
4493,negative
4494,negative
4495,negative
4496,negative
4497,negative
4498,neutral
4499,positive
4500,negative
4501,negative
4502,positive
4503,positive
4504,negative
4505,negative
4506,neutral
4507,positive
4508,neutral
4509,negative
4510,negative
4511,negative
4512,negative
4513,negative
4514,negative
4515,positive
4516,negative
4517,negative
4518,negative
4519,negative
4520,negative
4521,negative
4522,negative
4523,negative
4524,positive
4525,positive
4526,negative
4527,positive
4528,negative
4529,positive
4530,negative
4531,neutral
4532,positive
4533,negative
4534,negative
4535,neutral
4536,negative
4537,positive
4538,positive
4539,negative
4540,negative
4541,neutral
4542,negative
4543,negative
4544,negative
4545,negative
4546,neutral
4547,negative
4548,negative
4549,negative
4550,negative
4551,negative
4552,negative
4553,positive
4554,neutral
4555,negative
4556,neutral
4557,positive
4558,positive
4559,negative
4560,negative
4561,negative
4562,negative
4563,negative
4564,negative
4565,negative
4566,positive
4567,negative
4568,negative
4569,negative
4570,negative
4571,negative
4572,negative
4573,negative
4574,positive
4575,negative
4576,negative
4577,negative
4578,negative
4579,positive
4580,neutral
4581,positive
4582,negative
4583,negative
4584,negative
4585,negative
4586,positive
4587,negative
4588,negative
4589,negative
4590,negative
4591,negative
4592,negative
4593,positive
4594,positive
4595,negative
4596,positive
4597,positive
4598,negative
4599,negative
4600,negative
4601,negative
4602,negative
4603,negative
4604,negative
4605,negative
4606,negative
4607,negative
4608,positive
4609,positive
4610,negative
4611,negative
4612,positive
4613,negative
4614,positive
4615,negative
4616,positive
4617,negative
4618,positive
4619,negative
4620,positive
4621,negative
4622,negative
4623,negative
4624,negative
4625,negative
4626,negative
4627,positive
4628,positive
4629,negative
4630,negative
4631,negative
4632,negative
4633,positive
4634,negative
4635,negative
4636,negative
4637,negative
4638,negative
4639,negative
4640,negative
4641,negative
4642,negative
4643,negative
4644,positive
4645,negative
4646,positive
4647,positive
4648,negative
4649,negative
4650,negative
4651,positive
4652,negative
4653,positive
4654,negative
4655,positive
4656,negative
4657,neutral
4658,negative
4659,negative
4660,positive
4661,negative
4662,negative
4663,negative
4664,negative
4665,negative
4666,neutral
4667,negative
4668,negative
4669,positive
4670,negative
4671,negative
4672,negative
4673,positive
4674,negative
4675,negative
4676,positive
4677,negative
4678,negative
4679,neutral
4680,negative
4681,negative
4682,negative
4683,positive
4684,negative
4685,negative
4686,negative
4687,negative
4688,negative
4689,negative
4690,positive
4691,positive
4692,negative
4693,negative
4694,negative
4695,negative
4696,positive
4697,negative
4698,positive
4699,negative
4700,negative
4701,positive
4702,neutral
4703,negative
4704,negative
4705,negative
4706,negative
4707,negative
4708,negative
4709,negative
4710,negative
4711,neutral
4712,negative
4713,positive
4714,positive
4715,negative
4716,negative
4717,positive
4718,negative
4719,negative
4720,negative
4721,negative
4722,negative
4723,negative
4724,positive
4725,negative
4726,negative
4727,negative
4728,negative
4729,neutral
4730,negative
4731,negative
4732,negative
4733,negative
4734,negative
4735,positive
4736,positive
4737,negative
4738,negative
4739,negative
4740,negative
4741,positive
4742,negative
4743,negative
4744,negative
4745,positive
4746,positive
4747,negative
4748,neutral
4749,negative
4750,positive
4751,negative
4752,positive
4753,negative
4754,negative
4755,negative
4756,negative
4757,negative
4758,negative
4759,positive
4760,negative
4761,negative
4762,positive
4763,negative
4764,negative
4765,negative
4766,negative
4767,positive
4768,negative
4769,negative
4770,negative
4771,negative
4772,negative
4773,negative
4774,negative
4775,negative
4776,negative
4777,negative
4778,neutral
4779,negative
4780,negative
4781,negative
4782,negative
4783,neutral
4784,negative
4785,positive
4786,negative
4787,positive
4788,negative
4789,negative
4790,negative
4791,neutral
4792,negative
4793,negative
4794,positive
4795,negative
4796,negative
4797,negative
4798,negative
4799,positive
4800,positive
4801,negative
4802,negative
4803,negative
4804,negative
4805,negative
4806,negative
4807,negative
4808,negative
4809,negative
4810,neutral
4811,negative
4812,negative
4813,negative
4814,negative
4815,negative
4816,positive
4817,negative
4818,negative
4819,negative
4820,negative
4821,negative
4822,negative
4823,neutral
4824,negative
4825,negative
4826,negative
4827,negative
4828,positive
4829,negative
4830,positive
4831,negative
4832,negative
4833,negative
4834,negative
4835,negative
4836,positive
4837,negative
4838,negative
4839,negative
4840,positive
4841,negative
4842,negative
4843,negative
4844,negative
4845,positive
4846,negative
4847,negative
4848,negative
4849,negative
4850,negative
4851,negative
4852,negative
4853,negative
4854,positive
4855,negative
4856,negative
4857,negative
4858,positive
4859,negative
4860,negative
4861,negative
4862,negative
4863,positive
4864,negative
4865,negative
4866,positive
4867,negative
4868,positive
4869,negative
4870,negative
4871,negative
4872,negative
4873,positive
4874,negative
4875,negative
4876,negative
4877,negative
4878,positive
4879,negative
4880,negative
4881,negative
4882,negative
4883,negative
4884,negative
4885,positive
4886,negative
4887,neutral
4888,negative
4889,negative
4890,neutral
4891,negative
4892,negative
4893,negative
4894,negative
4895,negative
4896,negative
4897,negative
4898,negative
4899,negative
4900,negative
4901,negative
4902,negative
4903,negative
4904,negative
4905,negative
4906,negative
4907,neutral
4908,positive
4909,negative
4910,negative
4911,positive
4912,positive
4913,negative
4914,negative
4915,positive
4916,negative
4917,negative
4918,neutral
4919,negative
4920,positive
4921,negative
4922,negative
4923,positive
4924,negative
4925,neutral
4926,positive
4927,negative
4928,negative
4929,positive
4930,negative
4931,negative
4932,positive
4933,negative
4934,positive
4935,negative
4936,positive
4937,negative
4938,positive
4939,positive
4940,negative
4941,negative
4942,negative
4943,negative
4944,negative
4945,negative
4946,negative
4947,negative
4948,negative
4949,positive
4950,negative
4951,negative
4952,negative
4953,negative
4954,negative
4955,negative
4956,negative
4957,negative
4958,negative
4959,negative
4960,positive
4961,negative
4962,positive
4963,negative
4964,negative
4965,negative
4966,negative
4967,negative
4968,positive
4969,negative
4970,negative
4971,negative
4972,positive
4973,negative
4974,negative
4975,negative
4976,negative
4977,positive
4978,negative
4979,negative
4980,negative
4981,negative
4982,negative
4983,positive
4984,negative
4985,positive
4986,negative
4987,negative
4988,negative
4989,positive
4990,negative
4991,positive
4992,negative
4993,negative
4994,negative
4995,negative
4996,negative
4997,negative
4998,positive
4999,negative
5000,negative
5001,negative
5002,neutral
5003,positive
5004,negative
5005,negative
5006,positive
5007,negative
5008,negative
5009,positive
5010,negative
5011,negative
5012,positive
5013,negative
5014,negative
5015,negative
5016,positive
5017,positive
5018,negative
5019,negative
5020,negative
5021,negative
5022,negative
5023,negative
5024,positive
5025,negative
5026,negative
5027,negative
5028,positive
5029,positive
5030,positive
5031,positive
5032,neutral
5033,positive
5034,negative
5035,neutral
5036,negative
5037,negative
5038,negative
5039,negative
5040,positive
5041,negative
5042,negative
5043,negative
5044,negative
5045,negative
5046,negative
5047,negative
5048,negative
5049,neutral
5050,negative
5051,negative
5052,positive
5053,negative
5054,negative
5055,negative
5056,negative
5057,negative
5058,negative
5059,negative
5060,negative
5061,negative
5062,negative
5063,negative
5064,negative
5065,negative
5066,neutral
5067,negative
5068,negative
5069,negative
5070,negative
5071,negative
5072,negative
5073,negative
5074,negative
5075,positive
5076,negative
5077,negative
5078,negative
5079,positive
5080,positive
5081,negative
5082,negative
5083,negative
5084,neutral
5085,neutral
5086,negative
5087,negative
5088,negative
5089,positive
5090,negative
5091,negative
5092,positive
5093,neutral
5094,positive
5095,positive
5096,neutral
5097,negative
5098,negative
5099,negative
5100,negative
5101,negative
5102,positive
5103,negative
5104,positive
5105,negative
5106,negative
5107,negative
5108,positive
5109,positive
5110,negative
5111,positive
5112,positive
5113,neutral
5114,negative
5115,neutral
5116,positive
5117,negative
5118,negative
5119,negative
5120,positive
5121,negative
5122,negative
5123,negative
5124,negative
5125,negative
5126,neutral
5127,positive
5128,negative
5129,negative
5130,negative
5131,neutral
5132,negative
5133,positive
5134,negative
5135,positive
5136,positive
5137,negative
5138,negative
5139,neutral
5140,negative
5141,negative
5142,negative
5143,negative
5144,positive
5145,negative
5146,negative
5147,negative
5148,negative
5149,neutral
5150,negative
5151,negative
5152,neutral
5153,positive
5154,negative
5155,negative
5156,negative
5157,negative
5158,negative
5159,negative
5160,negative
5161,neutral
5162,negative
5163,negative
5164,positive
5165,negative
5166,negative
5167,negative
5168,negative
5169,negative
5170,positive
5171,negative
5172,negative
5173,negative
5174,negative
5175,negative
5176,negative
5177,negative
5178,negative
5179,negative
5180,positive
5181,positive
5182,negative
5183,positive
5184,negative
5185,negative
5186,negative
5187,positive
5188,positive
5189,negative
5190,negative
5191,negative
5192,negative
5193,negative
5194,negative
5195,positive
5196,negative
5197,negative
5198,negative
5199,positive
5200,negative
5201,negative
5202,negative
5203,negative
5204,negative
5205,positive
5206,positive
5207,positive
5208,negative
5209,negative
5210,negative
5211,negative
5212,negative
5213,negative
5214,positive
5215,negative
5216,positive
5217,positive
5218,positive
5219,negative
5220,negative
5221,negative
5222,neutral
5223,negative
5224,negative
5225,positive
5226,negative
5227,neutral
5228,negative
5229,positive
5230,negative
5231,negative
5232,negative
5233,negative
5234,neutral
5235,negative
5236,negative
5237,negative
5238,negative
5239,positive
5240,negative
5241,negative
5242,positive
5243,positive
5244,positive
5245,negative
5246,positive
5247,negative
5248,positive
5249,negative
5250,negative
5251,negative
5252,negative
5253,positive
5254,negative
5255,neutral
5256,negative
5257,negative
5258,negative
5259,negative
5260,negative
5261,negative
5262,negative
5263,negative
5264,negative
5265,negative
5266,negative
5267,negative
5268,negative
5269,negative
5270,negative
5271,neutral
5272,negative
5273,negative
5274,negative
5275,positive
5276,negative
5277,positive
5278,negative
5279,negative
5280,negative
5281,negative
5282,negative
5283,positive
5284,neutral
5285,negative
5286,negative
5287,negative
5288,negative
5289,negative
5290,negative
5291,positive
5292,positive
5293,negative
5294,neutral
5295,positive
5296,negative
5297,positive
5298,negative
5299,negative
5300,negative
5301,positive
5302,negative
5303,negative
5304,positive
5305,negative
5306,neutral
5307,negative
5308,negative
5309,positive
5310,negative
5311,negative
5312,negative
5313,positive
5314,negative
5315,negative
5316,negative
5317,neutral
5318,negative
5319,positive
5320,negative
5321,negative
5322,negative
5323,negative
5324,negative
5325,negative
5326,negative
5327,negative
5328,negative
5329,positive
5330,negative
5331,negative
5332,negative
5333,negative
5334,positive
5335,negative
5336,negative
5337,negative
5338,positive
5339,negative
5340,negative
5341,negative
5342,negative
5343,negative
5344,negative
5345,negative
5346,negative
5347,negative
5348,positive
5349,negative
5350,positive
5351,negative
5352,negative
5353,negative
5354,negative
5355,negative
5356,negative
5357,negative
5358,negative
5359,negative
5360,negative
5361,negative
5362,negative
5363,negative
5364,negative
5365,negative
5366,positive
5367,neutral
5368,negative
5369,negative
5370,negative
5371,negative
5372,negative
5373,negative
5374,positive
5375,negative
5376,positive
5377,negative
5378,positive
5379,negative
5380,negative
5381,negative
5382,negative
5383,positive
5384,neutral
5385,negative
5386,negative
5387,negative
5388,negative
5389,negative
5390,positive
5391,negative
5392,neutral
5393,negative
5394,negative
5395,negative
5396,negative
5397,positive
5398,positive
5399,negative
5400,negative
5401,negative
5402,negative
5403,positive
5404,positive
5405,negative
5406,negative
5407,negative
5408,positive
5409,negative
5410,neutral
5411,negative
5412,positive
5413,negative
5414,positive
5415,negative
5416,negative
5417,positive
5418,negative
5419,negative
5420,positive
5421,negative
5422,neutral
5423,negative
5424,positive
5425,negative
5426,negative
5427,positive
5428,negative
5429,negative
5430,positive
5431,positive
5432,positive
5433,negative
5434,negative
5435,positive
5436,negative
5437,negative
5438,negative
5439,negative
5440,negative
5441,positive
5442,neutral
5443,negative
5444,negative
5445,positive
5446,positive
5447,negative
5448,negative
5449,negative
5450,negative
5451,negative
5452,positive
5453,negative
5454,negative
5455,positive
5456,positive
5457,negative
5458,positive
5459,positive
5460,negative
5461,negative
5462,positive
5463,negative
5464,negative
5465,negative
5466,positive
5467,negative
5468,negative
5469,negative
5470,negative
5471,negative
5472,negative
5473,negative
5474,positive
5475,positive
5476,negative
5477,positive
5478,negative
5479,negative
5480,negative
5481,negative
5482,negative
5483,positive
5484,positive
5485,negative
5486,negative
5487,positive
5488,positive
5489,negative
5490,neutral
5491,positive
5492,positive
5493,positive
5494,neutral
5495,negative
5496,negative
5497,negative
5498,negative
5499,negative
5500,positive
5501,negative
5502,negative
5503,negative
5504,negative
5505,positive
5506,negative
5507,positive
5508,neutral
5509,negative
5510,positive
5511,negative
5512,positive
5513,positive
5514,negative
5515,negative
5516,neutral
5517,negative
5518,negative
5519,neutral
5520,positive
5521,negative
5522,negative
5523,negative
5524,positive
5525,negative
5526,positive
5527,neutral
5528,negative
5529,negative
5530,negative
5531,negative
5532,positive
5533,positive
5534,positive
5535,negative
5536,negative
5537,neutral
5538,negative
5539,negative
5540,negative
5541,negative
5542,positive
5543,negative
5544,positive
5545,neutral
5546,negative
5547,neutral
5548,positive
5549,negative
5550,negative
5551,negative
5552,positive
5553,negative
5554,negative
5555,positive
5556,neutral
5557,negative
5558,positive
5559,negative
5560,positive
5561,negative
5562,negative
5563,negative
5564,negative
5565,negative
5566,negative
5567,negative
5568,positive
5569,negative
5570,negative
5571,positive
5572,negative
5573,positive
5574,negative
5575,positive
5576,positive
5577,positive
5578,negative
5579,positive
5580,negative
5581,negative
5582,negative
5583,negative
5584,negative
5585,negative
5586,neutral
5587,positive
5588,negative
5589,negative
5590,negative
5591,negative
5592,negative
5593,positive
5594,negative
5595,positive
5596,negative
5597,negative
5598,positive
5599,positive
5600,positive
5601,positive
5602,neutral
5603,negative
5604,negative
5605,negative
5606,negative
5607,negative
5608,negative
5609,positive
5610,neutral
5611,negative
5612,neutral
5613,negative
5614,negative
5615,negative
5616,positive
5617,positive
5618,negative
5619,negative
5620,negative
5621,negative
5622,positive
5623,positive
5624,positive
5625,negative
5626,positive
5627,negative
5628,negative
5629,negative
5630,neutral
5631,negative
5632,negative
5633,negative
5634,negative
5635,negative
5636,negative
5637,positive
5638,negative
5639,negative
5640,positive
5641,negative
5642,positive
5643,positive
5644,neutral
5645,negative
5646,positive
5647,neutral
5648,negative
5649,positive
5650,negative
5651,neutral
5652,negative
5653,negative
5654,negative
5655,neutral
5656,negative
5657,negative
5658,negative
5659,negative
5660,neutral
5661,negative
5662,negative
5663,neutral
5664,negative
5665,positive
5666,positive
5667,negative
5668,negative
5669,negative
5670,positive
5671,positive
5672,positive
5673,positive
5674,negative
5675,negative
5676,negative
5677,positive
5678,negative
5679,negative
5680,negative
5681,neutral
5682,negative
5683,negative
5684,negative
5685,negative
5686,negative
5687,negative
5688,negative
5689,negative
5690,negative
5691,positive
5692,positive
5693,negative
5694,negative
5695,positive
5696,negative
5697,negative
5698,positive
5699,negative
5700,negative
5701,negative
5702,negative
5703,negative
5704,negative
5705,negative
5706,negative
5707,positive
5708,negative
5709,negative
5710,negative
5711,negative
5712,positive
5713,positive
5714,positive
5715,negative
5716,negative
5717,positive
5718,positive
5719,positive
5720,positive
5721,positive
5722,negative
5723,negative
5724,negative
5725,positive
5726,positive
5727,negative
5728,positive
5729,negative
5730,negative
5731,positive
5732,negative
5733,positive
5734,negative
5735,neutral
5736,negative
5737,negative
5738,negative
5739,negative
5740,negative
5741,negative
5742,negative
5743,negative
5744,neutral
5745,negative
5746,positive
5747,negative
5748,negative
5749,negative
5750,negative
5751,negative
5752,negative
5753,positive
5754,negative
5755,positive
5756,negative
5757,negative
5758,negative
5759,negative
5760,negative
5761,positive
5762,negative
5763,negative
5764,positive
5765,neutral
5766,positive
5767,negative
5768,positive
5769,positive
5770,positive
5771,negative
5772,positive
5773,positive
5774,positive
5775,negative
5776,negative
5777,negative
5778,positive
5779,positive
5780,positive
5781,negative
5782,negative
5783,negative
5784,negative
5785,positive
5786,negative
5787,negative
5788,negative
5789,negative
5790,negative
5791,negative
5792,negative
5793,negative
5794,negative
5795,negative
5796,negative
5797,negative
5798,positive
5799,negative
5800,negative
5801,negative
5802,negative
5803,positive
5804,positive
5805,negative
5806,positive
5807,positive
5808,negative
5809,negative
5810,negative
5811,negative
5812,negative
5813,negative
5814,negative
5815,negative
5816,negative
5817,positive
5818,negative
5819,negative
5820,negative
5821,negative
5822,negative
5823,positive
5824,positive
5825,negative
5826,positive
5827,positive
5828,negative
5829,negative
5830,negative
5831,negative
5832,neutral
5833,negative
5834,negative
5835,negative
5836,negative
5837,positive
5838,negative
5839,negative
5840,negative
5841,positive
5842,negative
5843,positive
5844,negative
5845,neutral
5846,negative
5847,negative
5848,positive
5849,negative
5850,positive
5851,negative
5852,negative
5853,positive
5854,positive
5855,positive
5856,negative
5857,positive
5858,negative
5859,negative
5860,negative
5861,neutral
5862,positive
5863,positive
5864,negative
5865,negative
5866,negative
5867,negative
5868,negative
5869,negative
5870,negative
5871,negative
5872,positive
5873,neutral
5874,positive
5875,negative
5876,positive
5877,positive
5878,negative
5879,negative
5880,negative
5881,positive
5882,positive
5883,negative
5884,positive
5885,negative
5886,negative
5887,negative
5888,negative
5889,negative
5890,negative
5891,negative
5892,negative
5893,negative
5894,negative
5895,positive
5896,negative
5897,negative
5898,negative
5899,negative
5900,negative
5901,negative
5902,negative
5903,negative
5904,negative
5905,negative
5906,negative
5907,negative
5908,positive
5909,neutral
5910,negative
5911,negative
5912,negative
5913,positive
5914,negative
5915,negative
5916,negative
5917,positive
5918,negative
5919,neutral
5920,positive
5921,negative
5922,negative
5923,positive
5924,negative
5925,negative
5926,positive
5927,negative
5928,negative
5929,negative
5930,neutral
5931,negative
5932,negative
5933,negative
5934,positive
5935,negative
5936,negative
5937,negative
5938,negative
5939,positive
5940,negative
5941,positive
5942,positive
5943,negative
5944,negative
5945,negative
5946,negative
5947,negative
5948,positive
5949,negative
5950,positive
5951,negative
5952,negative
5953,negative
5954,negative
5955,negative
5956,positive
5957,negative
5958,negative
5959,negative
5960,negative
5961,positive
5962,negative
5963,negative
5964,negative
5965,negative
5966,neutral
5967,negative
5968,negative
5969,neutral
5970,negative
5971,negative
5972,negative
5973,negative
5974,positive
5975,negative
5976,positive
5977,neutral
5978,positive
5979,negative
5980,negative
5981,negative
5982,positive
5983,negative
5984,positive
5985,negative
5986,positive
5987,negative
5988,negative
5989,negative
5990,negative
5991,negative
5992,negative
5993,negative
5994,negative
5995,negative
5996,negative
5997,negative
5998,negative
5999,negative
6000,negative
6001,negative
6002,positive
6003,negative
6004,negative
6005,negative
6006,negative
6007,negative
6008,positive
6009,negative
6010,positive
6011,negative
6012,negative
6013,negative
6014,positive
6015,negative
6016,negative
6017,positive
6018,negative
6019,positive
6020,negative
6021,positive
6022,positive
6023,negative
6024,negative
6025,positive
6026,negative
6027,negative
6028,neutral
6029,negative
6030,negative
6031,negative
6032,negative
6033,positive
6034,negative
6035,negative
6036,negative
6037,negative
6038,negative
6039,negative
6040,positive
6041,neutral
6042,negative
6043,positive
6044,negative
6045,negative
6046,negative
6047,negative
6048,positive
6049,positive
6050,positive
6051,negative
6052,negative
6053,negative
6054,negative
6055,negative
6056,negative
6057,positive
6058,negative
6059,negative
6060,negative
6061,negative
6062,negative
6063,negative
6064,negative
6065,negative
6066,negative
6067,positive
6068,negative
6069,negative
6070,positive
6071,positive
6072,negative
6073,negative
6074,positive
6075,negative
6076,negative
6077,negative
6078,positive
6079,negative
6080,negative
6081,positive
6082,negative
6083,negative
6084,positive
6085,negative
6086,positive
6087,negative
6088,negative
6089,negative
6090,positive
6091,negative
6092,negative
6093,negative
6094,negative
6095,negative
6096,positive
6097,positive
6098,negative
6099,negative
6100,negative
6101,negative
6102,negative
6103,positive
6104,negative
6105,negative
6106,negative
6107,negative
6108,positive
6109,neutral
6110,negative
6111,positive
6112,negative
6113,positive
6114,positive
6115,negative
6116,neutral
6117,negative
6118,negative
6119,neutral
6120,negative
6121,negative
6122,negative
6123,negative
6124,neutral
6125,negative
6126,neutral
6127,positive
6128,negative
6129,negative
6130,negative
6131,negative
6132,negative
6133,positive
6134,negative
6135,negative
6136,negative
6137,negative
6138,negative
6139,negative
6140,negative
6141,positive
6142,negative
6143,negative
6144,neutral
6145,positive
6146,negative
6147,negative
6148,negative
6149,negative
6150,positive
6151,negative
6152,positive
6153,neutral
6154,negative
6155,negative
6156,negative
6157,negative
6158,negative
6159,positive
6160,negative
6161,negative
6162,positive
6163,negative
6164,negative
6165,negative
6166,negative
6167,negative
6168,negative
6169,negative
6170,negative
6171,positive
6172,negative
6173,negative
6174,negative
6175,neutral
6176,negative
6177,negative
6178,negative
6179,negative
6180,negative
6181,negative
6182,negative
6183,negative
6184,positive
6185,negative
6186,negative
6187,positive
6188,negative
6189,negative
6190,negative
6191,negative
6192,positive
6193,negative
6194,negative
6195,negative
6196,negative
6197,negative
6198,negative
6199,negative
6200,negative
6201,negative
6202,negative
6203,negative
6204,negative
6205,negative
6206,negative
6207,positive
6208,positive
6209,negative
6210,neutral
6211,negative
6212,negative
6213,positive
6214,positive
6215,positive
6216,negative
6217,negative
6218,neutral
6219,negative
6220,negative
6221,negative
6222,negative
6223,positive
6224,negative
6225,negative
6226,negative
6227,negative
6228,negative
6229,negative
6230,negative
6231,positive
6232,negative
6233,positive
6234,negative
6235,negative
6236,negative
6237,negative
6238,positive
6239,neutral
6240,negative
6241,negative
6242,negative
6243,negative
6244,neutral
6245,neutral
6246,positive
6247,neutral
6248,negative
6249,negative
6250,positive
6251,positive
6252,negative
6253,positive
6254,negative
6255,positive
6256,negative
6257,negative
6258,negative
6259,negative
6260,negative
6261,positive
6262,negative
6263,negative
6264,negative
6265,positive
6266,negative
6267,positive
6268,positive
6269,negative
6270,negative
6271,positive
6272,negative
6273,negative
6274,negative
6275,neutral
6276,negative
6277,negative
6278,negative
6279,negative
6280,negative
6281,negative
6282,positive
6283,negative
6284,negative
6285,negative
6286,negative
6287,positive
6288,positive
6289,positive
6290,negative
6291,positive
6292,positive
6293,negative
6294,negative
6295,negative
6296,positive
6297,positive
6298,neutral
6299,neutral
6300,positive
6301,negative
6302,negative
6303,negative
6304,negative
6305,positive
6306,positive
6307,negative
6308,negative
6309,negative
6310,negative
6311,positive
6312,neutral
6313,negative
6314,negative
6315,negative
6316,negative
6317,negative
6318,negative
6319,positive
6320,neutral
6321,negative
6322,negative
6323,negative
6324,negative
6325,positive
6326,negative
6327,negative
6328,positive
6329,positive
6330,positive
6331,negative
6332,negative
6333,positive
6334,negative
6335,negative
6336,negative
6337,negative
6338,negative
6339,negative
6340,negative
6341,negative
6342,negative
6343,negative
6344,negative
6345,negative
6346,negative
6347,negative
6348,negative
6349,negative
6350,negative
6351,negative
6352,neutral
6353,positive
6354,negative
6355,negative
6356,positive
6357,neutral
6358,negative
6359,positive
6360,negative
6361,negative
6362,negative
6363,negative
6364,negative
6365,negative
6366,neutral
6367,negative
6368,negative
6369,negative
6370,negative
6371,negative
6372,negative
6373,negative
6374,negative
6375,negative
6376,negative
6377,neutral
6378,negative
6379,positive
6380,positive
6381,negative
6382,negative
6383,negative
6384,negative
6385,positive
6386,positive
6387,negative
6388,negative
6389,positive
6390,negative
6391,negative
6392,negative
6393,negative
6394,positive
6395,positive
6396,negative
6397,positive
6398,negative
6399,positive
6400,negative
6401,negative
6402,negative
6403,negative
6404,positive
6405,positive
6406,positive
6407,positive
6408,negative
6409,positive
6410,neutral
6411,negative
6412,negative
6413,positive
6414,positive
6415,negative
6416,negative
6417,positive
6418,negative
6419,negative
6420,negative
6421,negative
6422,negative
6423,negative
6424,negative
6425,negative
6426,positive
6427,negative
6428,negative
6429,negative
6430,negative
6431,positive
6432,positive
6433,negative
6434,negative
6435,negative
6436,negative
6437,negative
6438,negative
6439,positive
6440,positive
6441,negative
6442,negative
6443,positive
6444,negative
6445,negative
6446,negative
6447,positive
6448,negative
6449,negative
6450,positive
6451,negative
6452,positive
6453,negative
6454,neutral
6455,negative
6456,negative
6457,positive
6458,negative
6459,negative
6460,positive
6461,negative
6462,negative
6463,negative
6464,positive
6465,negative
6466,negative
6467,negative
6468,positive
6469,neutral
6470,negative
6471,negative
6472,positive
6473,negative
6474,neutral
6475,neutral
6476,negative
6477,positive
6478,negative
6479,negative
6480,negative
6481,negative
6482,negative
6483,negative
6484,positive
6485,negative
6486,negative
6487,negative
6488,negative
6489,negative
6490,positive
6491,negative
6492,negative
6493,negative
6494,positive
6495,positive
6496,negative
6497,neutral
6498,negative
6499,negative
6500,negative
6501,negative
6502,negative
6503,positive
6504,negative
6505,negative
6506,positive
6507,negative
6508,negative
6509,negative
6510,negative
6511,positive
6512,negative
6513,neutral
6514,negative
6515,positive
6516,negative
6517,negative
6518,negative
6519,negative
6520,negative
6521,positive
6522,negative
6523,negative
6524,positive
6525,negative
6526,negative
6527,negative
6528,negative
6529,negative
6530,negative
6531,positive
6532,negative
6533,positive
6534,positive
6535,negative
6536,negative
6537,neutral
6538,negative
6539,negative
6540,positive
6541,negative
6542,negative
6543,negative
6544,positive
6545,negative
6546,neutral
6547,positive
6548,negative
6549,negative
6550,negative
6551,positive
6552,negative
6553,neutral
6554,negative
6555,negative
6556,positive
6557,negative
6558,negative
6559,negative
6560,positive
6561,negative
6562,positive
6563,negative
6564,positive
6565,negative
6566,negative
6567,negative
6568,positive
6569,negative
6570,negative
6571,negative
6572,negative
6573,negative
6574,negative
6575,positive
6576,positive
6577,positive
6578,negative
6579,negative
6580,positive
6581,positive
6582,negative
6583,negative
6584,negative
6585,negative
6586,negative
6587,negative
6588,negative
6589,negative
6590,negative
6591,negative
6592,negative
6593,positive
6594,negative
6595,negative
6596,negative
6597,negative
6598,negative
6599,negative
6600,positive
6601,positive
6602,neutral
6603,positive
6604,negative
6605,negative
6606,negative
6607,negative
6608,negative
6609,neutral
6610,negative
6611,positive
6612,negative
6613,neutral
6614,negative
6615,positive
6616,negative
6617,negative
6618,negative
6619,neutral
6620,negative
6621,negative
6622,negative
6623,positive
6624,negative
6625,positive
6626,negative
6627,positive
6628,negative
6629,negative
6630,negative
6631,negative
6632,negative
6633,negative
6634,negative
6635,positive
6636,positive
6637,negative
6638,negative
6639,negative
6640,negative
6641,positive
6642,negative
6643,negative
6644,negative
6645,positive
6646,negative
6647,negative
6648,negative
6649,negative
6650,negative
6651,positive
6652,negative
6653,negative
6654,negative
6655,positive
6656,negative
6657,negative
6658,negative
6659,negative
6660,negative
6661,negative
6662,positive
6663,negative
6664,negative
6665,negative
6666,negative
6667,positive
6668,neutral
6669,negative
6670,negative
6671,negative
6672,negative
6673,positive
6674,negative
6675,neutral
6676,negative
6677,positive
6678,negative
6679,negative
6680,negative
6681,negative
6682,neutral
6683,negative
6684,negative
6685,positive
6686,negative
6687,negative
6688,negative
6689,negative
6690,negative
6691,positive
6692,negative
6693,negative
6694,positive
6695,negative
6696,positive
6697,negative
6698,positive
6699,negative
6700,positive
6701,negative
6702,negative
6703,positive
6704,negative
6705,negative
6706,negative
6707,positive
6708,negative
6709,positive
6710,negative
6711,positive
6712,positive
6713,positive
6714,negative
6715,negative
6716,negative
6717,negative
6718,negative
6719,negative
6720,positive
6721,negative
6722,negative
6723,positive
6724,negative
6725,negative
6726,positive
6727,positive
6728,positive
6729,negative
6730,positive
6731,negative
6732,negative
6733,negative
6734,negative
6735,negative
6736,negative
6737,negative
6738,positive
6739,negative
6740,neutral
6741,negative
6742,negative
6743,negative
6744,neutral
6745,positive
6746,negative
6747,positive
6748,positive
6749,positive
6750,neutral
6751,positive
6752,negative
6753,negative
6754,positive
6755,negative
6756,negative
6757,negative
6758,negative
6759,negative
6760,positive
6761,negative
6762,negative
6763,negative
6764,neutral
6765,negative
6766,positive
6767,negative
6768,negative
6769,negative
6770,negative
6771,negative
6772,positive
6773,negative
6774,negative
6775,negative
6776,negative
6777,positive
6778,negative
6779,negative
6780,negative
6781,negative
6782,negative
6783,negative
6784,positive
6785,negative
6786,positive
6787,positive
6788,negative
6789,positive
6790,negative
6791,neutral
6792,negative
6793,negative
6794,negative
6795,negative
6796,negative
6797,negative
6798,negative
